"55" "./gCSI/EGAD000010000725/fastq/batch02/587007_1_1.rnaseq.fastq.gz" "EGAD000010000725" "587007" 0
"56" "./gCSI/EGAD000010000725/fastq/batch02/587007_1_2.rnaseq.fastq.gz" "EGAD000010000725" "587007" 0
"59" "./gCSI/EGAD000010000725/fastq/batch02/587009_1_1.rnaseq.fastq.gz" "EGAD000010000725" "587009" 0
"60" "./gCSI/EGAD000010000725/fastq/batch02/587009_1_2.rnaseq.fastq.gz" "EGAD000010000725" "587009" 0
"113" "./gCSI/EGAD000010000725/fastq/batch03/587488_1_1.rnaseq.fastq.gz" "EGAD000010000725" "587488" 0
"114" "./gCSI/EGAD000010000725/fastq/batch03/587488_1_2.rnaseq.fastq.gz" "EGAD000010000725" "587488" 0
"189" "./gCSI/EGAD000010000725/fastq/batch04/635618_1_1.rnaseq.fastq.gz" "EGAD000010000725" "635618" 0
"190" "./gCSI/EGAD000010000725/fastq/batch04/635618_1_2.rnaseq.fastq.gz" "EGAD000010000725" "635618" 0
"329" "./gCSI/EGAD000010000725/fastq/batch06/635973_1_1.rnaseq.fastq.gz" "EGAD000010000725" "635973" 0
"330" "./gCSI/EGAD000010000725/fastq/batch06/635973_1_2.rnaseq.fastq.gz" "EGAD000010000725" "635973" 0
"339" "./gCSI/EGAD000010000725/fastq/batch06/635979_1_1.rnaseq.fastq.gz" "EGAD000010000725" "635979" 0
"340" "./gCSI/EGAD000010000725/fastq/batch06/635979_1_2.rnaseq.fastq.gz" "EGAD000010000725" "635979" 0
"357" "./gCSI/EGAD000010000725/fastq/batch06/635990_1_1.rnaseq.fastq.gz" "EGAD000010000725" "635990" 0
"358" "./gCSI/EGAD000010000725/fastq/batch06/635990_1_2.rnaseq.fastq.gz" "EGAD000010000725" "635990" 0
"383" "./gCSI/EGAD000010000725/fastq/batch06/639159_1_1.rnaseq.fastq.gz" "EGAD000010000725" "639159" 0
"384" "./gCSI/EGAD000010000725/fastq/batch06/639159_1_2.rnaseq.fastq.gz" "EGAD000010000725" "639159" 0
"393" "./gCSI/EGAD000010000725/fastq/batch07/587507_1_1.rnaseq.fastq.gz" "EGAD000010000725" "587507" 0
"394" "./gCSI/EGAD000010000725/fastq/batch07/587507_1_2.rnaseq.fastq.gz" "EGAD000010000725" "587507" 0
"395" "./gCSI/EGAD000010000725/fastq/batch07/587508_1_1.rnaseq.fastq.gz" "EGAD000010000725" "587508" 0
"396" "./gCSI/EGAD000010000725/fastq/batch07/587508_1_2.rnaseq.fastq.gz" "EGAD000010000725" "587508" 0
"399" "./gCSI/EGAD000010000725/fastq/batch07/587511_1_1.rnaseq.fastq.gz" "EGAD000010000725" "587511" 0
"400" "./gCSI/EGAD000010000725/fastq/batch07/587511_1_2.rnaseq.fastq.gz" "EGAD000010000725" "587511" 0
"401" "./gCSI/EGAD000010000725/fastq/batch07/587514_1_1.rnaseq.fastq.gz" "EGAD000010000725" "587514" 0
"402" "./gCSI/EGAD000010000725/fastq/batch07/587514_1_2.rnaseq.fastq.gz" "EGAD000010000725" "587514" 0
"403" "./gCSI/EGAD000010000725/fastq/batch07/587518_1_1.rnaseq.fastq.gz" "EGAD000010000725" "587518" 0
"404" "./gCSI/EGAD000010000725/fastq/batch07/587518_1_2.rnaseq.fastq.gz" "EGAD000010000725" "587518" 0
"411" "./gCSI/EGAD000010000725/fastq/batch07/587523_1_1.rnaseq.fastq.gz" "EGAD000010000725" "587523" 0
"412" "./gCSI/EGAD000010000725/fastq/batch07/587523_1_2.rnaseq.fastq.gz" "EGAD000010000725" "587523" 0
"433" "./gCSI/EGAD000010000725/fastq/batch07/587547_1_1.rnaseq.fastq.gz" "EGAD000010000725" "587547" 0
"434" "./gCSI/EGAD000010000725/fastq/batch07/587547_1_2.rnaseq.fastq.gz" "EGAD000010000725" "587547" 0
"507" "./gCSI/EGAD000010000725/fastq/batch08/636012_1_1.rnaseq.fastq.gz" "EGAD000010000725" "636012" 0
